Fondsposition per,"14.Mai2026"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"DHER","DELIVERY HERO","Zyklische Konsumgüter ","Aktien","2.600.612,74","0,01","2.600.612,74","78.816,00","33,00","Deutschland","Xetra","EUR"
"267250","HD HYUNDAI LTD","Energie","Aktien","2.594.356,62","0,01","2.594.356,62","13.864,00","187,13","Korea","Korea Exchange (Stock Market)","KRW"
"EXO","EXOR NV","Financials","Aktien","2.587.790,32","0,01","2.587.790,32","33.217,00","77,91","Niederlande","Euronext Amsterdam","EUR"
"AUTO","AUTOTRADER GROUP PLC","Kommunikation","Aktien","2.588.258,54","0,01","2.588.258,54","389.970,00","6,64","Vereinigtes Königreich","London Stock Exchange","GBP"
"ADM","ADMIRAL GROUP PLC","Financials","Aktien","2.581.348,76","0,01","2.581.348,76","58.115,00","44,42","Vereinigtes Königreich","London Stock Exchange","GBP"
"IFT","INFRATIL LTD","Financials","Aktien","2.575.067,18","0,01","2.575.067,18","285.437,00","9,02","Neuseeland","New Zealand Exchange Ltd","NZD"
"TLKM","TELEKOMUNIKASI INDONESIA","Kommunikation","Aktien","2.566.734,38","0,01","2.566.734,38","15.144.600,00","0,17","Indonesien","Indonesia Stock Exchange","IDR"
"HRL","HORMEL FOODS CORP","Nichtzyklische Konsumgüter","Aktien","2.559.860,00","0,01","2.559.860,00","127.993,00","20,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Gesundheitsversorgung","Aktien","2.560.219,56","0,01","2.560.219,56","42.316,00","60,50","Italien","Borsa Italiana","EUR"
"OKLO","OKLO INC CLASS A","Versorger","Aktien","2.558.214,23","0,01","2.558.214,23","38.063,00","67,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrie","Aktien","2.555.068,82","0,01","2.555.068,82","68.762,00","37,16","Kanada","Toronto Stock Exchange","CAD"
"BVT","BIDVEST GROUP LTD","Industrie","Aktien","2.550.889,76","0,01","2.550.889,76","180.382,00","14,14","Südafrika","Johannesburg Stock Exchange","ZAR"
"2057","ZTO EXPRESS (CAYMAN) INC","Industrie","Aktien","2.549.051,06","0,01","2.549.051,06","106.481,00","23,94","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"NOK","NOK CASH","Cash und/oder Derivate","Geldmarkt","2.542.131,40","0,01","2.542.131,40","23.485.354,00","10,82","Norwegen","-","NOK"
"329180","HD HYUNDAI HEAVY INDUSTRIES LTD","Industrie","Aktien","2.537.374,16","0,01","2.537.374,16","5.638,00","450,05","Korea","Korea Exchange (Stock Market)","KRW"
"INDU C","INDUSTRIVARDEN SERIES","Financials","Aktien","2.534.056,36","0,01","2.534.056,36","49.435,00","51,26","Schweden","Nasdaq Omx Nordic","SEK"
"NRP","NEPI ROCKCASTLE NV","Immobilien","Aktien","2.527.233,14","0,01","2.527.233,14","295.090,00","8,56","Südafrika","Johannesburg Stock Exchange","ZAR"
"5019","IDEMITSU KOSAN LTD","Energie","Aktien","2.518.685,38","0,01","2.518.685,38","281.000,00","8,96","Japan","Tokyo Stock Exchange","JPY"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Aktien","2.513.598,62","0,01","2.513.598,62","18.754,00","134,03","Vereinigte Staaten","NASDAQ","USD"
"NPH","NORTHAM PLATINUM HLDGS LTD","Materialien","Aktien","2.509.430,96","0,01","2.509.430,96","114.099,00","21,99","Südafrika","Johannesburg Stock Exchange","ZAR"
"SECU B","SECURITAS B","Industrie","Aktien","2.500.702,70","0,01","2.500.702,70","154.210,00","16,22","Schweden","Nasdaq Omx Nordic","SEK"
"EVK","EVONIK INDUSTRIES AG","Materialien","Aktien","2.496.613,55","0,01","2.496.613,55","120.220,00","20,77","Deutschland","Xetra","EUR"
"079550","LIG DEFENSE&AEROSPACE LTD","Industrie","Aktien","2.488.044,54","0,01","2.488.044,54","4.225,00","588,89","Korea","Korea Exchange (Stock Market)","KRW"
"8593","MITSUBISHI HC CAPITAL INC","Financials","Aktien","2.480.944,39","0,01","2.480.944,39","273.700,00","9,06","Japan","Tokyo Stock Exchange","JPY"
"3","HONG KONG AND CHINA GAS LTD","Versorger","Aktien","2.473.003,98","0,01","2.473.003,98","2.603.435,00","0,95","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"AC*","ARCA CONTINENTAL","Nichtzyklische Konsumgüter","Aktien","2.469.348,32","0,01","2.469.348,32","197.471,00","12,50","Mexiko","Bolsa Mexicana De Valores","MXN"
"NTGY","NATURGY ENERGY GROUP SA","Versorger","Aktien","2.470.536,03","0,01","2.470.536,03","77.084,00","32,05","Spanien","Bolsa De Madrid","EUR"
"3898","ZHUZHOU CRRC TIMES ELECTRIC LTD H","Industrie","Aktien","2.467.240,69","0,01","2.467.240,69","441.600,00","5,59","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"STN","STANTEC INC","Industrie","Aktien","2.463.823,31","0,01","2.463.823,31","33.860,00","72,77","Kanada","Toronto Stock Exchange","CAD"
"UHR","THE SWATCH GROUP AG","Zyklische Konsumgüter ","Aktien","2.449.460,44","0,01","2.449.460,44","9.500,00","257,84","Schweiz","SIX Swiss Exchange","CHF"
"4689","LY CORP","Kommunikation","Aktien","2.450.890,01","0,01","2.450.890,01","957.500,00","2,56","Japan","Tokyo Stock Exchange","JPY"
"CRBG","COREBRIDGE FINANCIAL INC","Financials","Aktien","2.438.809,86","0,01","2.438.809,86","88.171,00","27,66","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BS6","YANGZIJIANG SHIPBUILDING (HOLDINGS","Industrie","Aktien","2.422.690,15","0,01","2.422.690,15","775.900,00","3,12","Singapur","Singapore Exchange","SGD"
"BEAN","BELIMO N AG","Industrie","Aktien","2.422.745,67","0,01","2.422.745,67","2.406,00","1.006,96","Schweiz","SIX Swiss Exchange","CHF"
"MARK","MASRAF AL RAYAN","Financials","Aktien","2.421.287,96","0,01","2.421.287,96","4.100.423,00","0,59","Qatar","Qatar Exchange","QAR"
"914","ANHUI CONCH CEMENT LTD H","Materialien","Aktien","2.416.420,25","0,01","2.416.420,25","930.500,00","2,60","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MINT.R","MINOR INTERNATIONAL PUBLIC NON-VOT","Zyklische Konsumgüter ","Aktien","2.407.166,73","0,01","2.407.166,73","3.554.418,00","0,68","Thailand","Stock Exchange Of Thailand","THB"
"FUTU","FUTU HOLDINGS ADR LTD","Financials","Aktien","2.404.396,41","0,01","2.404.396,41","16.991,00","141,51","Hongkong","NASDAQ","USD"
"SRT3","SARTORIUS PREF AG","Gesundheitsversorgung","Aktien","2.395.678,38","0,01","2.395.678,38","9.607,00","249,37","Deutschland","Xetra","EUR"
"3328","BANK OF COMMUNICATIONS LTD H","Financials","Aktien","2.393.381,34","0,01","2.393.381,34","2.547.000,00","0,94","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ANA","ACCIONA SA","Versorger","Aktien","2.389.395,35","0,01","2.389.395,35","7.844,00","304,62","Spanien","Bolsa De Madrid","EUR"
"ASII","ASTRA INTERNATIONAL","Industrie","Aktien","2.386.620,38","0,01","2.386.620,38","7.249.100,00","0,33","Indonesien","Indonesia Stock Exchange","IDR"
"9926","AKESO INC","Gesundheitsversorgung","Aktien","2.386.726,93","0,01","2.386.726,93","151.000,00","15,81","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3008","LARGAN PRECISION LTD","IT","Aktien","2.387.434,55","0,01","2.387.434,55","24.000,00","99,48","Taiwan","Taiwan Stock Exchange","TWD"
"BEI","BEIERSDORF AG","Nichtzyklische Konsumgüter","Aktien","2.374.280,71","0,01","2.374.280,71","28.801,00","82,44","Deutschland","Xetra","EUR"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Financials","Aktien","2.374.436,08","0,01","2.374.436,08","26.248,00","90,46","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"6690","HAIER SMART HOME CLASS H LTD H","Zyklische Konsumgüter ","Aktien","2.374.861,86","0,01","2.374.861,86","886.600,00","2,68","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"KBX","KNORR BREMSE AG","Industrie","Aktien","2.367.417,33","0,01","2.367.417,33","19.452,00","121,71","Deutschland","Xetra","EUR"
"AVY","AVERY DENNISON CORP","Materialien","Aktien","2.358.964,86","0,01","2.358.964,86","14.826,00","159,11","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GRAB","GRAB HOLDINGS LTD CLASS A","Industrie","Aktien","2.353.565,34","0,01","2.353.565,34","659.262,00","3,57","Singapur","NASDAQ","USD"
"GAPB","GRUPO AEROPORTUARIO DEL PACIFICO","Industrie","Aktien","2.354.702,57","0,01","2.354.702,57","96.678,00","24,36","Mexiko","Bolsa Mexicana De Valores","MXN"
"IG","ITALGAS","Versorger","Aktien","2.347.396,32","0,01","2.347.396,32","193.992,00","12,10","Italien","Borsa Italiana","EUR"
"151","WANT WANT CHINA HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","2.349.498,24","0,01","2.349.498,24","4.413.000,00","0,53","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9CI","CAPITALAND INVESTMENT LTD","Immobilien","Aktien","2.345.572,51","0,01","2.345.572,51","1.136.800,00","2,06","Singapur","Singapore Exchange","SGD"
"MICC","MAGNUM ICE CREAM NV","Nichtzyklische Konsumgüter","Aktien","2.345.745,96","0,01","2.345.745,96","154.393,00","15,19","Niederlande","Euronext Amsterdam","EUR"
"9843","NITORI HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","2.340.263,68","0,01","2.340.263,68","163.400,00","14,32","Japan","Tokyo Stock Exchange","JPY"
"FOXA","FOX CORP CLASS A","Kommunikation","Aktien","2.341.591,36","0,01","2.341.591,36","35.848,00","65,32","Vereinigte Staaten","NASDAQ","USD"
"PTTEP.R","PTT EXPLORATION AND PRODUCTION NON","Energie","Aktien","2.333.816,78","0,01","2.333.816,78","499.800,00","4,67","Thailand","Stock Exchange Of Thailand","THB"
"AUD","AUD CASH","Cash und/oder Derivate","Geldmarkt","2.333.312,79","0,01","2.333.312,79","3.228.382,00","72,28","Australien","-","AUD"
"PCHEM","PETRONAS CHEMICALS GROUP","Materialien","Aktien","2.322.276,48","0,01","2.322.276,48","1.651.000,00","1,41","Malaysia","Bursa Malaysia","MYR"
"TLX","TALANX AG","Financials","Aktien","2.322.819,82","0,01","2.322.819,82","19.049,00","121,94","Deutschland","Xetra","EUR"
"WCP","WHITECAP RESOURCES INC","Energie","Aktien","2.306.254,03","0,01","2.306.254,03","195.590,00","11,79","Kanada","Toronto Stock Exchange","CAD"
"042660","HANWHA OCEAN LTD","Industrie","Aktien","2.289.453,30","0,01","2.289.453,30","28.351,00","80,75","Korea","Korea Exchange (Stock Market)","KRW"
"5876","SHANGHAI COMMERCIAL LTD","Financials","Aktien","2.286.415,99","0,01","2.286.415,99","1.788.000,00","1,28","Taiwan","Taiwan Stock Exchange","TWD"
"2331","LI NING LTD","Zyklische Konsumgüter ","Aktien","2.287.271,46","0,01","2.287.271,46","935.500,00","2,44","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"8331","CHIBA BANK LTD","Financials","Aktien","2.281.778,43","0,01","2.281.778,43","160.700,00","14,20","Japan","Tokyo Stock Exchange","JPY"
"SSW","SIBANYE STILLWATER LTD","Materialien","Aktien","2.272.182,75","0,01","2.272.182,75","691.265,00","3,29","Südafrika","Johannesburg Stock Exchange","ZAR"
"NIBE B","NIBE INDUSTRIER CLASS B","Industrie","Aktien","2.274.084,72","0,01","2.274.084,72","510.467,00","4,45","Schweden","Nasdaq Omx Nordic","SEK"
"KRW","KRW CASH","Cash und/oder Derivate","Geldmarkt","2.230.500,67","0,01","2.230.500,67","3.325.564.977,00","0,07","Korea","-","KRW"
"SOL","WASHINGTON H SOUL PATTINSON & COMP","Financials","Aktien","2.230.549,29","0,01","2.230.549,29","73.098,00","30,51","Australien","Asx - All Markets","AUD"
"047810","KOREA AEROSPACE INDUSTRIES LTD","Industrie","Aktien","2.231.283,28","0,01","2.231.283,28","19.319,00","115,50","Korea","Korea Exchange (Stock Market)","KRW"
"2059","KING SLIDE WORKS LTD","IT","Aktien","2.225.606,85","0,01","2.225.606,85","14.000,00","158,97","Taiwan","Taiwan Stock Exchange","TWD"
"9104","MITSUI OSK LINES LTD","Industrie","Aktien","2.216.443,14","0,01","2.216.443,14","59.400,00","37,31","Japan","Tokyo Stock Exchange","JPY"
"4755","RAKUTEN GROUP INC","Zyklische Konsumgüter ","Aktien","2.212.083,85","0,01","2.212.083,85","460.000,00","4,81","Japan","Tokyo Stock Exchange","JPY"
"HEN","HENKEL AG","Nichtzyklische Konsumgüter","Aktien","2.204.039,13","0,01","2.204.039,13","31.398,00","70,20","Deutschland","Xetra","EUR"
"ERF","EUROFINS SCIENTIFIC","Gesundheitsversorgung","Aktien","2.190.231,96","0,01","2.190.231,96","31.569,00","69,38","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"3908","CHINA INTERNATIONAL CAPITAL CORP L","Financials","Aktien","2.176.877,59","0,01","2.176.877,59","809.600,00","2,69","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"C6L","SINGAPORE AIRLINES LTD","Industrie","Aktien","2.174.196,84","0,01","2.174.196,84","442.000,00","4,92","Singapur","Singapore Exchange","SGD"
"688","CHINA OVERSEAS LAND INVESTMENT LTD","Immobilien","Aktien","2.172.164,98","0,01","2.172.164,98","1.035.500,00","2,10","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"DIM","SARTORIUS STEDIM BIOTECH SA","Gesundheitsversorgung","Aktien","2.163.517,59","0,01","2.163.517,59","11.357,00","190,50","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"278470","APR LTD","Nichtzyklische Konsumgüter","Aktien","2.160.417,85","0,01","2.160.417,85","7.579,00","285,05","Korea","Korea Exchange (Stock Market)","KRW"
"2382","SUNNY OPTICAL TECHNOLOGY LTD","IT","Aktien","2.157.550,69","0,01","2.157.550,69","254.500,00","8,48","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"LIFCO B","LIFCO CLASS B","Industrie","Aktien","2.154.188,58","0,01","2.154.188,58","72.238,00","29,82","Schweden","Nasdaq Omx Nordic","SEK"
"RBI","RAIFFEISEN BANK INTERNATIONAL AG","Financials","Aktien","2.140.588,39","0,01","2.140.588,39","38.779,00","55,20","Österreich","Wiener Boerse Ag","EUR"
"ALO","ALSTOM SA","Industrie","Aktien","2.141.724,84","0,01","2.141.724,84","103.189,00","20,76","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"20","SENSETIME GROUP CLASS B INC","IT","Aktien","2.137.627,04","0,01","2.137.627,04","8.675.000,00","0,25","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"7735","SCREEN HOLDINGS LTD","IT","Aktien","2.130.057,86","0,01","2.130.057,86","27.600,00","77,18","Japan","Tokyo Stock Exchange","JPY"
"CAR","CAR GROUP LTD","Kommunikation","Aktien","2.119.979,05","0,01","2.119.979,05","112.083,00","18,91","Australien","Asx - All Markets","AUD"
"241","ALIBABA HEALTH INFORMATION TECH LT","Nichtzyklische Konsumgüter","Aktien","2.116.858,18","0,01","2.116.858,18","3.652.000,00","0,58","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"7186","YOKOHAMA FINANCIAL GROUP INC","Financials","Aktien","2.105.362,80","0,01","2.105.362,80","209.800,00","10,04","Japan","Tokyo Stock Exchange","JPY"
"PNDORA","PANDORA","Zyklische Konsumgüter ","Aktien","2.100.961,71","0,01","2.100.961,71","26.040,00","80,68","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"3993","CMOC GROUP LTD","Materialien","Aktien","2.102.857,36","0,01","2.102.857,36","831.000,00","2,53","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3045","TAIWAN MOBILE LTD","Kommunikation","Aktien","2.098.207,20","0,01","2.098.207,20","575.000,00","3,65","Taiwan","Taiwan Stock Exchange","TWD"
"5411","JFE HOLDINGS INC","Materialien","Aktien","2.089.808,40","0,01","2.089.808,40","195.500,00","10,69","Japan","Tokyo Stock Exchange","JPY"
"G24","SCOUT24 N","Kommunikation","Aktien","2.079.886,80","0,01","2.079.886,80","23.743,00","87,60","Deutschland","Xetra","EUR"
"CAD","CAD CASH","Cash und/oder Derivate","Geldmarkt","2.074.652,39","0,01","2.074.652,39","2.848.601,00","72,83","Kanada","-","CAD"
"ELISA","ELISA","Kommunikation","Aktien","2.072.706,64","0,01","2.072.706,64","43.580,00","47,56","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"1928","SANDS CHINA LTD","Zyklische Konsumgüter ","Aktien","2.071.311,48","0,01","2.071.311,48","1.010.800,00","2,05","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"247540","ECOPRO BM LTD","Industrie","Aktien","2.053.623,53","0,01","2.053.623,53","14.650,00","140,18","Korea","Korea Exchange (Kosdaq)","KRW"
"015760","KOREA ELECTRIC POWER CORP","Versorger","Aktien","2.032.509,61","0,01","2.032.509,61","76.428,00","26,59","Korea","Korea Exchange (Stock Market)","KRW"
"268","KINGDEE INT L SOFTWARE GROUP LTD","IT","Aktien","2.021.266,79","0,01","2.021.266,79","1.843.000,00","1,10","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"4684","OBIC LTD","IT","Aktien","2.021.936,83","0,01","2.021.936,83","80.100,00","25,24","Japan","Tokyo Stock Exchange","JPY"
"5880","TAIWAN COOPERATIVE FINANCIAL HOLDI","Financials","Aktien","2.014.610,50","0,01","2.014.610,50","2.790.789,00","0,72","Taiwan","Taiwan Stock Exchange","TWD"
"SCA B","SVENSKA CELLULOSA B","Materialien","Aktien","2.009.389,57","0,01","2.009.389,57","188.519,00","10,66","Schweden","Nasdaq Omx Nordic","SEK"
"TME","TENCENT MUSIC ENTERTAINMENT GROUP","Kommunikation","Aktien","2.009.845,80","0,01","2.009.845,80","233.703,00","8,60","China","New York Stock Exchange Inc.","USD"
"NEM","NEMETSCHEK","IT","Aktien","1.999.724,04","0,01","1.999.724,04","29.142,00","68,62","Deutschland","Xetra","EUR"
"PHOE","PHOENIX FINANCIAL LTD","Financials","Aktien","2.002.503,10","0,01","2.002.503,10","30.267,00","66,16","Israel","Tel Aviv Stock Exchange","ILS"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrie","Aktien","1.995.391,62","0,01","1.995.391,62","20.781,00","96,02","Vereinigte Staaten","NASDAQ","USD"
"9626","BILIBILI INC","Kommunikation","Aktien","1.991.445,79","0,01","1.991.445,79","93.400,00","21,32","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SNAP","SNAP INC CLASS A","Kommunikation","Aktien","1.991.942,16","0,01","1.991.942,16","371.631,00","5,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"9005","TOKYU CORP","Industrie","Aktien","1.988.895,00","0,01","1.988.895,00","188.400,00","10,56","Japan","Tokyo Stock Exchange","JPY"
"HAR","HARMONY GOLD MINING COMPANY LIMITE","Materialien","Aktien","1.964.359,06","0,01","1.964.359,06","113.214,00","17,35","Südafrika","Johannesburg Stock Exchange","ZAR"
"SYENS","SYENSQO NV","Materialien","Aktien","1.964.408,28","0,01","1.964.408,28","28.603,00","68,68","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"J36","JARDINE MATHESON HOLDINGS LTD","Industrie","Aktien","1.948.320,00","0,01","1.948.320,00","27.000,00","72,16","Hongkong","Singapore Exchange","USD"
"CDR","CD PROJEKT SA","Kommunikation","Aktien","1.948.411,22","0,01","1.948.411,22","27.274,00","71,44","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"RAND","RANDSTAD HOLDING","Industrie","Aktien","1.923.190,65","0,01","1.923.190,65","67.427,00","28,52","Niederlande","Euronext Amsterdam","EUR"
"REA","REA GROUP LTD","Kommunikation","Aktien","1.913.641,10","0,01","1.913.641,10","16.421,00","116,54","Australien","Asx - All Markets","AUD"
"1816","CGN POWER LTD H","Versorger","Aktien","1.906.054,34","0,01","1.906.054,34","4.378.000,00","0,44","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2333","GREAT WALL MOTOR COMPANY LTD H","Zyklische Konsumgüter ","Aktien","1.902.430,93","0,01","1.902.430,93","1.302.500,00","1,46","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SOF","SOFINA SA","Financials","Aktien","1.900.174,35","0,01","1.900.174,35","7.449,00","255,09","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"CAE","CAE INC","Industrie","Aktien","1.897.521,58","0,01","1.897.521,58","73.350,00","25,87","Kanada","Toronto Stock Exchange","CAD"
"788","CHINA TOWER CORP LTD H","Kommunikation","Aktien","1.894.481,39","0,01","1.894.481,39","1.329.600,00","1,42","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"VOD","VODACOM GROUP LTD","Kommunikation","Aktien","1.884.773,73","0,01","1.884.773,73","198.596,00","9,49","Südafrika","Johannesburg Stock Exchange","ZAR"
"P911","DR ING HC F PORSCHE PRF AG","Zyklische Konsumgüter ","Aktien","1.879.968,42","0,01","1.879.968,42","34.246,00","54,90","Deutschland","Xetra","EUR"
"272210","HANWHA SYSTEMS LTD","Industrie","Aktien","1.872.223,95","0,01","1.872.223,95","24.043,00","77,87","Korea","Korea Exchange (Stock Market)","KRW"
"JMT","JERONIMO MARTINS SA","Nichtzyklische Konsumgüter","Aktien","1.857.725,21","0,01","1.857.725,21","86.724,00","21,42","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"LUG","LUNDIN GOLD INC","Materialien","Aktien","1.843.530,83","0,01","1.843.530,83","26.800,00","68,79","Kanada","Toronto Stock Exchange","CAD"
"1208","MMG LTD","Materialien","Aktien","1.844.721,92","0,01","1.844.721,92","1.396.000,00","1,32","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SGD","SGD CASH","Cash und/oder Derivate","Geldmarkt","1.840.579,97","0,01","1.840.579,97","2.346.095,00","78,45","Singapur","-","SGD"
"1919","COSCO SHIPPING HOLDINGS LTD H","Industrie","Aktien","1.836.868,01","0,01","1.836.868,01","958.500,00","1,92","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"096770","SK INNOVATION LTD","Energie","Aktien","1.825.951,84","0,01","1.825.951,84","21.487,00","84,98","Korea","Korea Exchange (Stock Market)","KRW"
"SGH","SGH LTD","Industrie","Aktien","1.826.216,88","0,01","1.826.216,88","63.791,00","28,63","Australien","Asx - All Markets","AUD"
"SHL","SONIC HEALTHCARE LTD","Gesundheitsversorgung","Aktien","1.826.713,01","0,01","1.826.713,01","136.545,00","13,38","Australien","Asx - All Markets","AUD"
"EREGL.E","EREGLI DEMIR VE CELIK FABRIKALARI","Materialien","Aktien","1.807.614,46","0,01","1.807.614,46","2.066.555,00","0,87","Türkei","Istanbul Stock Exchange","TRY"
"MKS","MARKS AND SPENCER GROUP PLC","Nichtzyklische Konsumgüter","Aktien","1.809.158,55","0,01","1.809.158,55","418.614,00","4,32","Vereinigtes Königreich","London Stock Exchange","GBP"
"ALPHA","ALPHA BANK SA","Financials","Aktien","1.795.330,84","0,01","1.795.330,84","413.866,00","4,34","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"8729","SONY FINANCIAL GROUP INC","Financials","Aktien","1.790.478,36","0,01","1.790.478,36","1.932.800,00","0,93","Japan","Tokyo Stock Exchange","JPY"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Industrie","Aktien","1.789.062,46","0,01","1.789.062,46","59.469,00","30,08","Mexiko","Bolsa Mexicana De Valores","MXN"
"SGRO","SEGRO REIT PLC","Immobilien","Aktien","1.780.952,07","0,01","1.780.952,07","187.872,00","9,48","Vereinigtes Königreich","London Stock Exchange","GBP"
"RNO","RENAULT SA","Zyklische Konsumgüter ","Aktien","1.778.591,38","0,01","1.778.591,38","53.789,00","33,07","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"TAL","TAL EDUCATION GROUP ADR REPTG","Zyklische Konsumgüter ","Aktien","1.769.681,34","0,01","1.769.681,34","160.734,00","11,01","China","New York Stock Exchange Inc.","USD"
"9698","GDS HOLDINGS LTD CLASS A","IT","Aktien","1.761.510,14","0,01","1.761.510,14","310.600,00","5,67","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ADNOCGAS","ADNOC GAS PLC","Energie","Aktien","1.756.938,01","0,01","1.756.938,01","1.955.472,00","0,90","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"SCB.R","SCB X PUBLIC COMPANY LIMITED NON-V","Financials","Aktien","1.752.083,49","0,01","1.752.083,49","426.000,00","4,11","Thailand","Stock Exchange Of Thailand","THB"
"DSG","DESCARTES SYSTEMS GROUP INC","IT","Aktien","1.752.587,26","0,01","1.752.587,26","26.046,00","67,29","Kanada","Toronto Stock Exchange","CAD"
"2324","COMPAL ELECTRONICS INC","IT","Aktien","1.752.705,06","0,01","1.752.705,06","1.826.000,00","0,96","Taiwan","Taiwan Stock Exchange","TWD"
"003670","POSCO FUTURE M LTD","Industrie","Aktien","1.740.789,76","0,01","1.740.789,76","10.361,00","168,01","Korea","Korea Exchange (Stock Market)","KRW"
"1101","TAIWAN CEMENT LTD","Materialien","Aktien","1.741.051,88","0,01","1.741.051,88","2.235.000,00","0,78","Taiwan","Taiwan Stock Exchange","TWD"
"SOL","SASOL LTD","Materialien","Aktien","1.736.653,29","0,01","1.736.653,29","132.238,00","13,13","Südafrika","Johannesburg Stock Exchange","ZAR"
"INDT","INDUTRADE","Industrie","Aktien","1.724.605,41","0,01","1.724.605,41","83.830,00","20,57","Schweden","Nasdaq Omx Nordic","SEK"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Zyklische Konsumgüter ","Aktien","1.717.996,13","0,01","1.717.996,13","45.765,00","37,54","Deutschland","Xetra","EUR"
"Z","ZILLOW GROUP INC CLASS C","Immobilien","Aktien","1.715.694,07","0,01","1.715.694,07","45.911,00","37,37","Vereinigte Staaten","NASDAQ","USD"
"1099","SINOPHARM GROUP LTD H","Gesundheitsversorgung","Aktien","1.712.002,45","0,01","1.712.002,45","739.200,00","2,32","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"7309","SHIMANO INC","Zyklische Konsumgüter ","Aktien","1.686.553,48","0,01","1.686.553,48","16.000,00","105,41","Japan","Tokyo Stock Exchange","JPY"
"SM","SM INVESTMENTS CORP","Industrie","Aktien","1.688.030,18","0,01","1.688.030,18","165.685,00","10,19","Philippinen","Philippine Stock Exchange Inc.","PHP"
"SGP","STOCKLAND STAPLED UNITS LTD","Immobilien","Aktien","1.683.650,20","0,01","1.683.650,20","588.259,00","2,86","Australien","Asx - All Markets","AUD"
"090430","AMOREPACIFIC CORP","Nichtzyklische Konsumgüter","Aktien","1.676.413,96","0,01","1.676.413,96","19.197,00","87,33","Korea","Korea Exchange (Stock Market)","KRW"
"BMW3","BMW PREF AG","Zyklische Konsumgüter ","Aktien","1.673.051,55","0,01","1.673.051,55","18.639,00","89,76","Deutschland","Xetra","EUR"
"916","CHINA LONGYUAN POWER GROUP CORP LT","Versorger","Aktien","1.664.125,94","0,01","1.664.125,94","1.889.000,00","0,88","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BCE","BCE INC","Kommunikation","Aktien","1.660.157,17","0,01","1.660.157,17","68.659,00","24,18","Kanada","Toronto Stock Exchange","CAD"
"TPEIR","PIRAEUS BANK SA","Financials","Aktien","1.660.581,86","0,01","1.660.581,86","164.286,00","10,11","Griechenland","Athens Exchange S.A. Cash Market","EUR"
