Fondsposition per,"31.Dez.2025"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Aktien","3.591.540,36","0,01","3.591.540,36","26.277,00","136,68","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8795","T&D HOLDINGS INC","Financials","Aktien","3.586.286,64","0,01","3.586.286,64","155.500,00","23,06","Japan","Tokyo Stock Exchange","JPY"
"ACM","AECOM","Industrie","Aktien","3.586.695,92","0,01","3.586.695,92","37.624,00","95,33","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AKZA","AKZO NOBEL NV","Materialien","Aktien","3.584.765,28","0,01","3.584.765,28","51.559,00","69,53","Niederlande","Euronext Amsterdam","EUR"
"TLS","TELSTRA GROUP LTD","Kommunikation","Aktien","3.580.288,21","0,01","3.580.288,21","1.102.455,00","3,25","Australien","Asx - All Markets","AUD"
"AC","ACCOR SA","Zyklische Konsumgüter ","Aktien","3.568.154,47","0,01","3.568.154,47","63.006,00","56,63","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"FSV","FIRSTSERVICE SUBORDINATE VOTING CO","Immobilien","Aktien","3.553.633,01","0,01","3.553.633,01","22.821,00","155,72","Kanada","Toronto Stock Exchange","CAD"
"CRWV","COREWEAVE INC CLASS A","IT","Aktien","3.544.766,61","0,01","3.544.766,61","49.501,00","71,61","Vereinigte Staaten","NASDAQ","USD"
"MTN","MTN GROUP LTD","Kommunikation","Aktien","3.547.153,20","0,01","3.547.153,20","346.763,00","10,23","Südafrika","Johannesburg Stock Exchange","ZAR"
"9503","KANSAI ELECTRIC POWER INC","Versorger","Aktien","3.539.698,24","0,01","3.539.698,24","226.000,00","15,66","Japan","Tokyo Stock Exchange","JPY"
"TME","TENCENT MUSIC ENTERTAINMENT GROUP","Kommunikation","Aktien","3.537.554,00","0,01","3.537.554,00","201.800,00","17,53","China","New York Stock Exchange Inc.","USD"
"KIM","KIMCO REALTY REIT CORP","Immobilien","Aktien","3.527.952,96","0,01","3.527.952,96","174.048,00","20,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HM B","HENNES & MAURITZ","Zyklische Konsumgüter ","Aktien","3.513.725,37","0,01","3.513.725,37","174.246,00","20,17","Schweden","Nasdaq Omx Nordic","SEK"
"G1A","GEA GROUP AG","Industrie","Aktien","3.513.974,37","0,01","3.513.974,37","51.765,00","67,88","Deutschland","Xetra","EUR"
"SCG","SCENTRE GROUP","Immobilien","Aktien","3.515.943,82","0,01","3.515.943,82","1.255.349,00","2,80","Australien","Asx - All Markets","AUD"
"SJM","JM SMUCKER","Nichtzyklische Konsumgüter","Aktien","3.506.781,93","0,01","3.506.781,93","35.853,00","97,81","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6586","MAKITA CORP","Industrie","Aktien","3.502.620,82","0,01","3.502.620,82","115.900,00","30,22","Japan","Tokyo Stock Exchange","JPY"
"ORK","ORKLA","Nichtzyklische Konsumgüter","Aktien","3.499.630,71","0,01","3.499.630,71","313.780,00","11,15","Norwegen","Oslo Bors Asa","NOK"
"MONC","MONCLER","Zyklische Konsumgüter ","Aktien","3.496.136,54","0,01","3.496.136,54","54.203,00","64,50","Italien","Borsa Italiana","EUR"
"DOCU","DOCUSIGN INC","IT","Aktien","3.493.872,00","0,01","3.493.872,00","51.080,00","68,40","Vereinigte Staaten","NASDAQ","USD"
"VIPS","VIPSHOP HOLDINGS SPONSORED ADS REP","Zyklische Konsumgüter ","Aktien","3.490.608,49","0,01","3.490.608,49","197.321,00","17,69","China","New York Stock Exchange Inc.","USD"
"7202","ISUZU MOTORS LTD","Zyklische Konsumgüter ","Aktien","3.487.779,20","0,01","3.487.779,20","224.100,00","15,56","Japan","Tokyo Stock Exchange","JPY"
"MG","MAGNA INTERNATIONAL INC","Zyklische Konsumgüter ","Aktien","3.480.505,93","0,01","3.480.505,93","65.203,00","53,38","Kanada","Toronto Stock Exchange","CAD"
"CTC.A","CANADIAN TIRE LTD CLASS A","Zyklische Konsumgüter ","Aktien","3.477.023,48","0,01","3.477.023,48","27.401,00","126,89","Kanada","Toronto Stock Exchange","CAD"
"QIA","QIAGEN NV","Gesundheitsversorgung","Aktien","3.470.865,36","0,01","3.470.865,36","76.060,00","45,63","Deutschland","Xetra","EUR"
"2886","MEGA FINANCIAL HOLDING LTD","Financials","Aktien","3.464.521,57","0,01","3.464.521,57","2.721.425,00","1,27","Taiwan","Taiwan Stock Exchange","TWD"
"KRX","KINGSPAN GROUP PLC","Industrie","Aktien","3.458.163,91","0,01","3.458.163,91","39.710,00","87,09","Irland","Irish Stock Exchange - All Market","EUR"
"IOICORP","IOI CORPORATION","Nichtzyklische Konsumgüter","Aktien","3.455.396,75","0,01","3.455.396,75","3.505.500,00","0,99","Malaysia","Bursa Malaysia","MYR"
"2601","CHINA PACIFIC INSURANCE (GROUP) LT","Financials","Aktien","3.453.294,79","0,01","3.453.294,79","763.600,00","4,52","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"7270","SUBARU CORP","Zyklische Konsumgüter ","Aktien","3.450.339,72","0,01","3.450.339,72","159.300,00","21,66","Japan","Tokyo Stock Exchange","JPY"
"ENX","EURONEXT NV","Financials","Aktien","3.438.488,94","0,01","3.438.488,94","22.873,00","150,33","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"1928","SEKISUI HOUSE LTD","Zyklische Konsumgüter ","Aktien","3.421.119,65","0,01","3.421.119,65","153.300,00","22,32","Japan","Tokyo Stock Exchange","JPY"
"EQT","EQT","Financials","Aktien","3.418.902,33","0,01","3.418.902,33","86.636,00","39,46","Schweden","Nasdaq Omx Nordic","SEK"
"EQH","EQUITABLE HOLDINGS INC","Financials","Aktien","3.414.074,85","0,01","3.414.074,85","71.649,00","47,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SHL","SIEMENS HEALTHINEERS AG","Gesundheitsversorgung","Aktien","3.414.703,89","0,01","3.414.703,89","64.726,00","52,76","Deutschland","Xetra","EUR"
"2383","ELITE MATERIAL LTD","IT","Aktien","3.414.708,07","0,01","3.414.708,07","65.223,00","52,35","Taiwan","Taiwan Stock Exchange","TWD"
"DSCT","ISRAEL DISCOUNT BANK LTD","Financials","Aktien","3.409.027,56","0,01","3.409.027,56","321.257,00","10,61","Israel","Tel Aviv Stock Exchange","ILS"
"9992","POP MART INTERNATIONAL GROUP LTD","Zyklische Konsumgüter ","Aktien","3.409.877,30","0,01","3.409.877,30","141.400,00","24,12","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2688","ENN ENERGY HOLDINGS LTD","Versorger","Aktien","3.405.989,59","0,01","3.405.989,59","383.100,00","8,89","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrie","Aktien","3.403.601,20","0,01","3.403.601,20","33.080,00","102,89","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KGF","KINGFISHER PLC","Zyklische Konsumgüter ","Aktien","3.399.732,91","0,01","3.399.732,91","808.311,00","4,21","Vereinigtes Königreich","London Stock Exchange","GBP"
"CNA","CENTRICA PLC","Versorger","Aktien","3.400.727,45","0,01","3.400.727,45","1.491.199,00","2,28","Vereinigtes Königreich","London Stock Exchange","GBP"
"3231","WISTRON CORP","IT","Aktien","3.400.805,21","0,01","3.400.805,21","710.000,00","4,79","Taiwan","Taiwan Stock Exchange","TWD"
"288","WH GROUP LTD","Nichtzyklische Konsumgüter","Aktien","3.378.999,81","0,01","3.378.999,81","3.033.500,00","1,11","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"2503","KIRIN HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","3.379.430,28","0,01","3.379.430,28","225.600,00","14,98","Japan","Tokyo Stock Exchange","JPY"
"3407","ASAHI KASEI CORP","Materialien","Aktien","3.378.900,12","0,01","3.378.900,12","381.300,00","8,86","Japan","Tokyo Stock Exchange","JPY"
"RPRX","ROYALTY PHARMA PLC CLASS A","Gesundheitsversorgung","Aktien","3.369.408,00","0,01","3.369.408,00","87.200,00","38,64","Vereinigte Staaten","NASDAQ","USD"
"EG","EVEREST GROUP LTD","Financials","Aktien","3.356.171,50","0,01","3.356.171,50","9.890,00","339,35","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"051910","LG CHEM LTD","Materialien","Aktien","3.357.854,99","0,01","3.357.854,99","14.526,00","231,16","Korea","Korea Exchange (Stock Market)","KRW"
"ENTG","ENTEGRIS INC","IT","Aktien","3.353.571,25","0,01","3.353.571,25","39.805,00","84,25","Vereinigte Staaten","NASDAQ","USD"
"REG","REGENCY CENTERS REIT CORP","Immobilien","Aktien","3.343.744,17","0,01","3.343.744,17","48.439,00","69,03","Vereinigte Staaten","NASDAQ","USD"
"1093","CSPC PHARMACEUTICAL GROUP LTD","Gesundheitsversorgung","Aktien","3.325.601,70","0,01","3.325.601,70","3.070.560,00","1,08","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CSL","CARLISLE COMPANIES INC","Industrie","Aktien","3.322.065,96","0,01","3.322.065,96","10.386,00","319,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TLC","THE LOTTERY CORPORATION LTD","Zyklische Konsumgüter ","Aktien","3.316.318,38","0,01","3.316.318,38","963.781,00","3,44","Australien","Asx - All Markets","AUD"
"1339","THE PEOPLES INSURANCE CO (GROUP)","Financials","Aktien","3.311.909,81","0,01","3.311.909,81","3.819.000,00","0,87","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Aktien","3.304.496,47","0,01","3.304.496,47","60.533,00","54,59","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"COH","COCHLEAR LTD","Gesundheitsversorgung","Aktien","3.297.560,49","0,01","3.297.560,49","18.971,00","173,82","Australien","Asx - All Markets","AUD"
"196170","ALTEOGEN INC","Gesundheitsversorgung","Aktien","3.298.195,13","0,01","3.298.195,13","10.570,00","312,03","Korea","Korea Exchange (Kosdaq)","KRW"
"ADCB","ABU DHABI COMMERCIAL BANK","Financials","Aktien","3.289.731,96","0,01","3.289.731,96","844.955,00","3,89","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Immobilien","Aktien","3.283.195,54","0,01","3.283.195,54","73.466,00","44,69","Vereinigte Staaten","NASDAQ","USD"
"EUROB","EUROBANK SA","Financials","Aktien","3.263.809,18","0,01","3.263.809,18","811.390,00","4,02","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"CPU","COMPUTERSHARE LTD","Industrie","Aktien","3.253.070,75","0,01","3.253.070,75","142.890,00","22,77","Australien","Asx - All Markets","AUD"
"SOON","SONOVA HOLDING AG","Gesundheitsversorgung","Aktien","3.253.476,30","0,01","3.253.476,30","12.446,00","261,41","Schweiz","SIX Swiss Exchange","CHF"
"5401","NIPPON STEEL CORP","Materialien","Aktien","3.253.937,67","0,01","3.253.937,67","794.700,00","4,09","Japan","Tokyo Stock Exchange","JPY"
"BT.A","BT GROUP PLC","Kommunikation","Aktien","3.250.361,76","0,01","3.250.361,76","1.312.978,00","2,48","Vereinigtes Königreich","London Stock Exchange","GBP"
"009150","SAMSUNG ELECTRO MECHANICS LTD","IT","Aktien","3.245.229,25","0,01","3.245.229,25","18.333,00","177,02","Korea","Korea Exchange (Stock Market)","KRW"
"PSON","PEARSON PLC","Zyklische Konsumgüter ","Aktien","3.246.883,45","0,01","3.246.883,45","229.900,00","14,12","Vereinigtes Königreich","London Stock Exchange","GBP"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Aktien","3.237.061,54","0,01","3.237.061,54","30.101,00","107,54","Vereinigte Staaten","NASDAQ","USD"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Nichtzyklische Konsumgüter","Aktien","3.232.313,03","0,01","3.232.313,03","22,00","146.923,32","Schweiz","SIX Swiss Exchange","CHF"
"2327","YAGEO CORP","IT","Aktien","3.229.978,52","0,01","3.229.978,52","439.340,00","7,35","Taiwan","Taiwan Stock Exchange","TWD"
"BESI","BE SEMICONDUCTOR INDUSTRIES NV","IT","Aktien","3.231.347,96","0,01","3.231.347,96","20.571,00","157,08","Niederlande","Euronext Amsterdam","EUR"
"6326","KUBOTA CORP","Industrie","Aktien","3.226.931,00","0,01","3.226.931,00","228.200,00","14,14","Japan","Tokyo Stock Exchange","JPY"
"ETE","NATIONAL BANK OF GREECE SA","Financials","Aktien","3.221.791,17","0,01","3.221.791,17","211.018,00","15,27","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"SY1","SYMRISE AG","Materialien","Aktien","3.215.377,92","0,01","3.215.377,92","39.747,00","80,90","Deutschland","Xetra","EUR"
"DKS","DICKS SPORTING INC","Zyklische Konsumgüter ","Aktien","3.202.164,75","0,01","3.202.164,75","16.175,00","197,97","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AGS","AGEAS SA","Financials","Aktien","3.187.062,92","0,01","3.187.062,92","45.379,00","70,23","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"5020","ENEOS HOLDINGS INC","Energie","Aktien","3.176.679,32","0,01","3.176.679,32","449.800,00","7,06","Japan","Tokyo Stock Exchange","JPY"
"7453","RYOHIN KEIKAKU LTD","Zyklische Konsumgüter ","Aktien","3.173.444,77","0,01","3.173.444,77","178.800,00","17,75","Japan","Tokyo Stock Exchange","JPY"
"EVO","EVOLUTION","Zyklische Konsumgüter ","Aktien","3.173.867,36","0,01","3.173.867,36","46.458,00","68,32","Schweden","Nasdaq Omx Nordic","SEK"
"HTHT","H WORLD GROUP ADR LTD","Zyklische Konsumgüter ","Aktien","3.165.853,35","0,01","3.165.853,35","67.287,00","47,05","China","NASDAQ","USD"
"BNR","BRENNTAG","Industrie","Aktien","3.164.064,14","0,01","3.164.064,14","54.360,00","58,21","Deutschland","Xetra","EUR"
"STMN","STRAUMANN HOLDING AG","Gesundheitsversorgung","Aktien","3.151.156,23","0,01","3.151.156,23","26.712,00","117,97","Schweiz","SIX Swiss Exchange","CHF"
"IOT","SAMSARA INC CLASS A","IT","Aktien","3.141.366,30","0,01","3.141.366,30","88.614,00","35,45","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IAG","INSURANCE AUSTRALIA GROUP LTD","Financials","Aktien","3.138.582,91","0,01","3.138.582,91","589.797,00","5,32","Australien","Asx - All Markets","AUD"
"SHP","SHOPRITE HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","3.134.488,61","0,01","3.134.488,61","192.201,00","16,31","Südafrika","Johannesburg Stock Exchange","ZAR"
"ALFA","ALFA LAVAL","Industrie","Aktien","3.131.457,16","0,01","3.131.457,16","61.989,00","50,52","Schweden","Nasdaq Omx Nordic","SEK"
"DCC","DCC PLC","Industrie","Aktien","3.131.539,36","0,01","3.131.539,36","50.285,00","62,28","Vereinigtes Königreich","London Stock Exchange","GBP"
"EN","BOUYGUES SA","Industrie","Aktien","3.128.076,23","0,01","3.128.076,23","60.055,00","52,09","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"C38U","CAPITALAND INTEGRATED COMMERCIAL T","Immobilien","Aktien","3.128.361,32","0,01","3.128.361,32","1.683.294,00","1,86","Singapur","Singapore Exchange","SGD"
"METSO","METSO CORPORATION","Industrie","Aktien","3.129.014,25","0,01","3.129.014,25","177.853,00","17,59","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"EMSN","EMS-CHEMIE HOLDING AG","Materialien","Aktien","3.122.561,06","0,01","3.122.561,06","4.502,00","693,59","Schweiz","SIX Swiss Exchange","CHF"
"DT","DYNATRACE INC","IT","Aktien","3.117.879,60","0,01","3.117.879,60","71.940,00","43,34","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ORSTED","ORSTED A/S","Versorger","Aktien","3.111.021,36","0,01","3.111.021,36","161.707,00","19,24","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Industrie","Aktien","3.108.114,55","0,01","3.108.114,55","14.379,00","216,16","Schweiz","SIX Swiss Exchange","CHF"
"SCCO","SOUTHERN COPPER CORP","Materialien","Aktien","3.104.977,74","0,01","3.104.977,74","21.642,00","143,47","Peru","New York Stock Exchange Inc.","USD"
"1378","CHINA HONGQIAO GROUP LTD","Materialien","Aktien","3.084.514,68","0,01","3.084.514,68","736.000,00","4,19","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"FGR","EIFFAGE SA","Industrie","Aktien","3.085.651,28","0,01","3.085.651,28","21.465,00","143,75","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"KESKOB","KESKO CLASS B","Nichtzyklische Konsumgüter","Aktien","3.077.151,78","0,01","3.077.151,78","136.108,00","22,61","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"006400","SAMSUNG SDI LTD","IT","Aktien","3.074.307,38","0,01","3.074.307,38","16.433,00","187,08","Korea","Korea Exchange (Stock Market)","KRW"
"316140","WOORI FINANCIAL GROUP INC","Financials","Aktien","3.069.572,04","0,01","3.069.572,04","157.924,00","19,44","Korea","Korea Exchange (Stock Market)","KRW"
"1109","CHINA RESOURCES LAND LTD","Immobilien","Aktien","3.066.486,80","0,01","3.066.486,80","877.500,00","3,49","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SAP","SAPUTO INC","Nichtzyklische Konsumgüter","Aktien","3.067.472,81","0,01","3.067.472,81","101.785,00","30,14","Kanada","Toronto Stock Exchange","CAD"
"TFII","TFI INTERNATIONAL INC","Industrie","Aktien","3.067.579,74","0,01","3.067.579,74","29.639,00","103,50","Kanada","Toronto Stock Exchange","CAD"
"ASRNL","ASR NEDERLAND NV","Financials","Aktien","3.068.226,57","0,01","3.068.226,57","43.096,00","71,20","Niederlande","Euronext Amsterdam","EUR"
"BN4","KEPPEL LTD","Industrie","Aktien","3.065.563,76","0,01","3.065.563,76","380.900,00","8,05","Singapur","Singapore Exchange","SGD"
"1177","SINO BIOPHARMACEUTICAL LTD","Gesundheitsversorgung","Aktien","3.057.049,53","0,01","3.057.049,53","3.850.250,00","0,79","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SQM.B","SOCIEDAD QUIMICA Y MINERA DE CHILE","Materialien","Aktien","3.057.333,22","0,01","3.057.333,22","43.204,00","70,77","Chile","Santiago Stock Exchange","CLP"
"ELE","ENDESA SA","Versorger","Aktien","3.042.990,20","0,01","3.042.990,20","84.590,00","35,97","Spanien","Bolsa De Madrid","EUR"
"ARX","ARC RESOURCES LTD","Energie","Aktien","3.043.487,51","0,01","3.043.487,51","162.014,00","18,79","Kanada","Toronto Stock Exchange","CAD"
"KOG","KONGSBERG GRUPPEN","Industrie","Aktien","3.044.946,84","0,01","3.044.946,84","118.770,00","25,64","Norwegen","Oslo Bors Asa","NOK"
"SOLV","SOLVENTUM CORP","Gesundheitsversorgung","Aktien","3.041.151,96","0,01","3.041.151,96","38.379,00","79,24","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GALP","GALP ENERGIA SGPS SA CLASS B","Energie","Aktien","3.037.263,75","0,01","3.037.263,75","176.768,00","17,18","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"VER","VERBUND AG","Versorger","Aktien","3.033.437,58","0,01","3.033.437,58","41.659,00","72,82","Österreich","Wiener Boerse Ag","EUR"
"BMRI","BANK MANDIRI (PERSERO)","Financials","Aktien","3.026.448,58","0,01","3.026.448,58","9.895.300,00","0,31","Indonesien","Indonesia Stock Exchange","IDR"
"2015","LI AUTO CLASS A INC","Zyklische Konsumgüter ","Aktien","3.026.533,29","0,01","3.026.533,29","363.254,00","8,33","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"YAR","YARA INTERNATIONAL","Materialien","Aktien","3.018.711,09","0,01","3.018.711,09","73.549,00","41,04","Norwegen","Oslo Bors Asa","NOK"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Financials","Aktien","3.012.389,19","0,01","3.012.389,19","43.169,00","69,78","Israel","Tel Aviv Stock Exchange","ILS"
"SUN","SUNCORP GROUP LTD","Financials","Aktien","3.012.871,41","0,01","3.012.871,41","255.981,00","11,77","Australien","Asx - All Markets","AUD"
"SPSN","SWISS PRIME SITE AG","Immobilien","Aktien","3.002.829,91","0,01","3.002.829,91","19.310,00","155,51","Schweiz","SIX Swiss Exchange","CHF"
"823","LINK REAL ESTATE INVESTMENT TRUST","Immobilien","Aktien","3.003.346,31","0,01","3.003.346,31","672.900,00","4,46","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"SMIN","SMITHS GROUP PLC","Industrie","Aktien","2.996.933,02","0,01","2.996.933,02","94.733,00","31,64","Vereinigtes Königreich","London Stock Exchange","GBP"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Aktien","2.982.818,08","0,01","2.982.818,08","16.346,00","182,48","Vereinigte Staaten","NASDAQ","USD"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrie","Aktien","2.980.101,36","0,01","2.980.101,36","35.326,00","84,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SCHN","SCHINDLER HOLDING AG","Industrie","Aktien","2.968.674,66","0,01","2.968.674,66","8.355,00","355,32","Schweiz","SIX Swiss Exchange","CHF"
"2357","ASUSTEK COMPUTER INC","IT","Aktien","2.964.943,27","0,01","2.964.943,27","170.000,00","17,44","Taiwan","Taiwan Stock Exchange","TWD"
"RCI.B","ROGERS COMMUNICATIONS NON-VOTING I","Kommunikation","Aktien","2.965.954,78","0,01","2.965.954,78","78.471,00","37,80","Kanada","Toronto Stock Exchange","CAD"
"FME","FRESENIUS MEDICAL CARE AG","Gesundheitsversorgung","Aktien","2.962.853,93","0,01","2.962.853,93","61.893,00","47,87","Deutschland","Xetra","EUR"
"ENELCHILE","ENEL CHILE SA","Versorger","Aktien","2.959.655,07","0,01","2.959.655,07","36.063.671,00","0,08","Chile","Santiago Stock Exchange","CLP"
"2319","CHINA MENGNIU DAIRY LTD","Nichtzyklische Konsumgüter","Aktien","2.948.094,05","0,01","2.948.094,05","1.539.000,00","1,92","China","Hong Kong Exchanges And Clearing Ltd","HKD"
