Fondsposition per,"31.Dez.2025"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"EFN","ELEMENT FLEET MANAGEMENT CORP","Industrie","Aktien","1.418.383,07","0,01","1.418.383,07","53.932,00","26,30","Kanada","Toronto Stock Exchange","CAD"
"6869","SYSMEX CORP","Gesundheitsversorgung","Aktien","1.419.046,86","0,01","1.419.046,86","144.200,00","9,84","Japan","Tokyo Stock Exchange","JPY"
"OTEX","OPEN TEXT CORP","IT","Aktien","1.419.443,08","0,01","1.419.443,08","43.528,00","32,61","Kanada","Toronto Stock Exchange","CAD"
"9660","HORIZON ROBOTICS","IT","Aktien","1.404.558,87","0,01","1.404.558,87","1.262.400,00","1,11","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9143","SG HOLDINGS LTD","Industrie","Aktien","1.401.079,46","0,01","1.401.079,46","153.200,00","9,15","Japan","Tokyo Stock Exchange","JPY"
"2099","CHINA GOLD INTERNATIONAL RESOURCES","Materialien","Aktien","1.396.951,24","0,01","1.396.951,24","69.300,00","20,16","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"090430","AMOREPACIFIC CORP","Nichtzyklische Konsumgüter","Aktien","1.392.721,88","0,01","1.392.721,88","16.789,00","82,95","Korea","Korea Exchange (Stock Market)","KRW"
"688","CHINA OVERSEAS LAND INVESTMENT LTD","Immobilien","Aktien","1.392.850,26","0,01","1.392.850,26","885.000,00","1,57","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BKT","BANKINTER SA","Financials","Aktien","1.390.459,78","0,01","1.390.459,78","83.640,00","16,62","Spanien","Bolsa De Madrid","EUR"
"6881","CHINA GALAXY SECURITIES LTD H","Financials","Aktien","1.391.068,93","0,01","1.391.068,93","1.079.500,00","1,29","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"5016","JX ADVANCED METALS CORP","Materialien","Aktien","1.380.484,23","0,01","1.380.484,23","110.400,00","12,50","Japan","Tokyo Stock Exchange","JPY"
"BIM","BIOMERIEUX SA","Gesundheitsversorgung","Aktien","1.376.511,54","0,01","1.376.511,54","10.626,00","129,54","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BCP","BANCO COMERCIAL PORTUGUES SA","Financials","Aktien","1.377.038,71","0,01","1.377.038,71","1.308.298,00","1,05","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"IAG","INTERNATIONAL AIRLINES GROUP SA","Industrie","Aktien","1.374.253,43","0,01","1.374.253,43","246.394,00","5,58","Spanien","Bolsa De Madrid","EUR"
"3481","INNOLUX CORP","IT","Aktien","1.367.993,83","0,01","1.367.993,83","2.521.000,00","0,54","Taiwan","Taiwan Stock Exchange","TWD"
"042700","HANMI SEMICONDUCTOR LTD","IT","Aktien","1.354.081,01","0,01","1.354.081,01","15.311,00","88,44","Korea","Korea Exchange (Stock Market)","KRW"
"916","CHINA LONGYUAN POWER GROUP CORP LT","Versorger","Aktien","1.354.701,61","0,01","1.354.701,61","1.588.000,00","0,85","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"WIX","WIX.COM LTD","IT","Aktien","1.352.128,35","0,01","1.352.128,35","13.015,00","103,89","Israel","NASDAQ","USD"
"047810","KOREA AEROSPACE INDUSTRIES LTD","Industrie","Aktien","1.342.972,06","0,01","1.342.972,06","16.911,00","79,41","Korea","Korea Exchange (Stock Market)","KRW"
"7735","SCREEN HOLDINGS LTD","IT","Aktien","1.341.746,15","0,01","1.341.746,15","13.800,00","97,23","Japan","Tokyo Stock Exchange","JPY"
"TUB","FINANCIERE DE TUBIZE SA","Gesundheitsversorgung","Aktien","1.332.848,07","0,01","1.332.848,07","5.430,00","245,46","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"2600","ALUMINUM CORPORATION OF CHINA LTD","Materialien","Aktien","1.322.775,10","0,01","1.322.775,10","846.000,00","1,56","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SW","SODEXO SA","Zyklische Konsumgüter ","Aktien","1.323.888,78","0,01","1.323.888,78","25.795,00","51,32","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"096770","SK INNOVATION LTD","Energie","Aktien","1.319.172,26","0,01","1.319.172,26","18.778,00","70,25","Korea","Korea Exchange (Stock Market)","KRW"
"1787","SHANDONG GOLD MINING LTD H","Materialien","Aktien","1.313.586,43","0,01","1.313.586,43","295.500,00","4,45","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1336","NEW CHINA LIFE INSURANCE COMPANY L","Financials","Aktien","1.315.544,42","0,01","1.315.544,42","188.400,00","6,98","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"247540","ECOPRO BM LTD","Industrie","Aktien","1.307.091,32","0,01","1.307.091,32","12.844,00","101,77","Korea","Korea Exchange (Kosdaq)","KRW"
"DSSA","DIAN SWASTATIKA SENTOSA","Energie","Aktien","1.304.671,66","0,01","1.304.671,66","215.400,00","6,06","Indonesien","Indonesia Stock Exchange","IDR"
"SALM","SALMAR","Nichtzyklische Konsumgüter","Aktien","1.298.440,54","0,01","1.298.440,54","21.210,00","61,22","Norwegen","Oslo Bors Asa","NOK"
"3888","KINGSOFT LTD","Kommunikation","Aktien","1.300.051,65","0,01","1.300.051,65","355.800,00","3,65","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2379","REALTEK SEMICONDUCTOR CORP","IT","Aktien","1.291.736,29","0,00","1.291.736,29","83.000,00","15,56","Taiwan","Taiwan Stock Exchange","TWD"
"PCHEM","PETRONAS CHEMICALS GROUP","Materialien","Aktien","1.288.390,59","0,00","1.288.390,59","1.440.300,00","0,89","Malaysia","Bursa Malaysia","MYR"
"6919","CALIWAY BIOPHARMACEUTICALS LTD","Gesundheitsversorgung","Aktien","1.282.602,12","0,00","1.282.602,12","260.000,00","4,93","Taiwan","Taiwan Stock Exchange","TWD"
"H","HYATT HOTELS CORP CLASS A","Zyklische Konsumgüter ","Aktien","1.279.193,28","0,00","1.279.193,28","7.979,00","160,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BZU","BUZZI","Materialien","Aktien","1.279.262,62","0,00","1.279.262,62","20.947,00","61,07","Italien","Borsa Italiana","EUR"
"BKW","BKW N AG","Versorger","Aktien","1.273.441,97","0,00","1.273.441,97","5.991,00","212,56","Schweiz","SIX Swiss Exchange","CHF"
"9880","UBTECH ROBOTICS CORP LTD H","Industrie","Aktien","1.257.564,08","0,00","1.257.564,08","77.500,00","16,23","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6030","CITIC SECURITIES COMPANY LTD H","Financials","Aktien","1.258.847,56","0,00","1.258.847,56","357.600,00","3,52","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BREN","BARITO RENEWABLES ENERGY","Versorger","Aktien","1.255.677,36","0,00","1.255.677,36","2.158.600,00","0,58","Indonesien","Indonesia Stock Exchange","IDR"
"028300","HLB INC","Gesundheitsversorgung","Aktien","1.253.893,03","0,00","1.253.893,03","35.557,00","35,26","Korea","Korea Exchange (Kosdaq)","KRW"
"2615","WAN HAI LINES LTD","Industrie","Aktien","1.253.958,40","0,00","1.253.958,40","500.000,00","2,51","Taiwan","Taiwan Stock Exchange","TWD"
"HAG","HENSOLDT AG","Industrie","Aktien","1.245.398,29","0,00","1.245.398,29","14.447,00","86,20","Deutschland","Xetra","EUR"
"BIMBOA","GRUPO BIMBO A","Nichtzyklische Konsumgüter","Aktien","1.246.207,31","0,00","1.246.207,31","378.995,00","3,29","Mexiko","Bolsa Mexicana De Valores","MXN"
"7181","JAPAN POST INSURANCE LTD","Financials","Aktien","1.241.542,63","0,00","1.241.542,63","41.300,00","30,06","Japan","Tokyo Stock Exchange","JPY"
"8951","NIPPON BUILDING FUND REIT INC","Immobilien","Aktien","1.239.873,68","0,00","1.239.873,68","1.360,00","911,67","Japan","Tokyo Stock Exchange","JPY"
"9863","ZHEJIANG LEAPMOTOR TECHNOLOGY LTD","Zyklische Konsumgüter ","Aktien","1.237.953,21","0,00","1.237.953,21","198.182,00","6,25","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3034","NOVATEK MICROELECTRONICS CORP","IT","Aktien","1.226.014,86","0,00","1.226.014,86","103.000,00","11,90","Taiwan","Taiwan Stock Exchange","TWD"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrie","Aktien","1.227.588,76","0,00","1.227.588,76","48.800,00","25,16","Japan","Tokyo Stock Exchange","JPY"
"IVN","IVANHOE MINES LTD CLASS A","Materialien","Aktien","1.220.546,55","0,00","1.220.546,55","107.179,00","11,39","Kanada","Toronto Stock Exchange","CAD"
"136","CHINA RUYI HOLDINGS LTD","Kommunikation","Aktien","1.222.247,06","0,00","1.222.247,06","4.344.000,00","0,28","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3443","GLOBAL UNICHIP CORP","IT","Aktien","1.217.358,09","0,00","1.217.358,09","18.000,00","67,63","Taiwan","Taiwan Stock Exchange","TWD"
"9698","GDS HOLDINGS LTD CLASS A","IT","Aktien","1.214.472,92","0,00","1.214.472,92","280.500,00","4,33","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1519","FORTUNE ELECTRIC LTD","Industrie","Aktien","1.205.184,51","0,00","1.205.184,51","49.500,00","24,35","Taiwan","Taiwan Stock Exchange","TWD"
"6186","CHINA FEIHE LTD","Nichtzyklische Konsumgüter","Aktien","1.189.806,64","0,00","1.189.806,64","2.281.000,00","0,52","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"YKBNK.E","YAPI VE KREDI BANKASI A","Financials","Aktien","1.191.359,29","0,00","1.191.359,29","1.413.185,00","0,84","Türkei","Istanbul Stock Exchange","TRY"
"003670","POSCO FUTURE M LTD","Industrie","Aktien","1.188.684,18","0,00","1.188.684,18","9.157,00","129,81","Korea","Korea Exchange (Stock Market)","KRW"
"018260","SAMSUNG SDS LTD","IT","Aktien","1.186.112,60","0,00","1.186.112,60","9.963,00","119,05","Korea","Korea Exchange (Stock Market)","KRW"
"PHOE","PHOENIX FINANCIAL LTD","Financials","Aktien","1.186.162,78","0,00","1.186.162,78","28.683,00","41,35","Israel","Tel Aviv Stock Exchange","ILS"
"968","XINYI SOLAR HOLDINGS LTD","IT","Aktien","1.177.544,81","0,00","1.177.544,81","3.086.000,00","0,38","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ADIB","ABU DHABI ISLAMIC BANK","Financials","Aktien","1.178.587,41","0,00","1.178.587,41","208.518,00","5,65","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"3750","CONTEMPORARY AMPEREX TECHNOLOGY LT","Industrie","Aktien","1.169.011,37","0,00","1.169.011,37","18.000,00","64,95","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3293","INTERNATIONAL GAMES SYSTEM LTD","Kommunikation","Aktien","1.170.286,91","0,00","1.170.286,91","51.000,00","22,95","Taiwan","Gretai Securities Market","TWD"
"DIE","DIETEREN (D) SA","Zyklische Konsumgüter ","Aktien","1.156.244,03","0,00","1.156.244,03","6.397,00","180,75","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"3529","EMEMORY TECHNOLOGY INC","IT","Aktien","1.156.251,49","0,00","1.156.251,49","21.000,00","55,06","Taiwan","Gretai Securities Market","TWD"
"1113","CK ASSET HOLDINGS LTD","Immobilien","Aktien","1.157.327,00","0,00","1.157.327,00","229.096,00","5,05","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"MXN","MXN CASH","Cash und/oder Derivate","Geldmarkt","1.150.862,49","0,00","1.150.862,49","20.691.932,00","5,56","Mexiko","-","MXN"
"CEN","CONTACT ENERGY LTD","Versorger","Aktien","1.150.636,09","0,00","1.150.636,09","216.317,00","5,32","Neuseeland","New Zealand Exchange Ltd","NZD"
"011200","HMM LTD","Industrie","Aktien","1.151.304,36","0,00","1.151.304,36","80.903,00","14,23","Korea","Korea Exchange (Stock Market)","KRW"
"1929","CHOW TAI FOOK JEWELLERY GROUP LTD","Zyklische Konsumgüter ","Aktien","1.148.026,98","0,00","1.148.026,98","721.200,00","1,59","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"DIB","DB ISLAMIC BANK","Financials","Aktien","1.145.813,80","0,00","1.145.813,80","453.987,00","2,52","Ver. Arabische Emirate","Dubai Financial Market","AED"
"MEL","MERIDIAN ENERGY LTD","Versorger","Aktien","1.147.421,19","0,00","1.147.421,19","356.311,00","3,22","Neuseeland","New Zealand Exchange Ltd","NZD"
"BALD B","FASTIGHETS BALDER CLASS B","Immobilien","Aktien","1.142.794,62","0,00","1.142.794,62","154.475,00","7,40","Schweden","Nasdaq Omx Nordic","SEK"
"9896","MINISO GROUP HOLDING LTD","Zyklische Konsumgüter ","Aktien","1.143.886,43","0,00","1.143.886,43","244.600,00","4,68","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TPEIR","PIRAEUS BANK SA","Financials","Aktien","1.142.631,32","0,00","1.142.631,32","143.201,00","7,98","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"BSY","BENTLEY SYSTEMS INC CLASS B","IT","Aktien","1.137.545,99","0,00","1.137.545,99","29.806,00","38,16","Vereinigte Staaten","NASDAQ","USD"
"EDPR","EDP RENOVAVEIS SA","Versorger","Aktien","1.134.694,63","0,00","1.134.694,63","80.245,00","14,14","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"SAGA B","SAGAX CLASS B","Immobilien","Aktien","1.120.079,14","0,00","1.120.079,14","52.256,00","21,43","Schweden","Nasdaq Omx Nordic","SEK"
"EMAARDEV","EMAAR DEVELOPMENT","Immobilien","Aktien","1.117.137,71","0,00","1.117.137,71","270.834,00","4,12","Ver. Arabische Emirate","Dubai Financial Market","AED"
"2611","GUOTAI HAITONG SECURITIES CO LTD H","Financials","Aktien","1.116.815,83","0,00","1.116.815,83","522.400,00","2,14","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"QGTS","QATAR GAS TRANSPORT COMPANY LTD","Energie","Aktien","1.112.380,61","0,00","1.112.380,61","902.245,00","1,23","Qatar","Qatar Exchange","QAR"
"2207","HOTAI MOTOR LTD","Zyklische Konsumgüter ","Aktien","1.106.984,29","0,00","1.106.984,29","63.240,00","17,50","Taiwan","Taiwan Stock Exchange","TWD"
"000150","DOOSAN CORP","Industrie","Aktien","1.098.946,24","0,00","1.098.946,24","2.027,00","542,15","Korea","Korea Exchange (Stock Market)","KRW"
"2912","PRESIDENT CHAIN STORE CORP","Nichtzyklische Konsumgüter","Aktien","1.099.727,88","0,00","1.099.727,88","156.000,00","7,05","Taiwan","Taiwan Stock Exchange","TWD"
"9626","BILIBILI INC","Kommunikation","Aktien","1.100.373,87","0,00","1.100.373,87","44.400,00","24,78","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9024","SEIBU HOLDINGS INC","Industrie","Aktien","1.101.090,31","0,00","1.101.090,31","40.100,00","27,46","Japan","Tokyo Stock Exchange","JPY"
"ADNOCDRILL","ADNOC DRILLING COMPANY","Energie","Aktien","1.086.470,24","0,00","1.086.470,24","747.284,00","1,45","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"3038","KOBE BUSSAN LTD","Nichtzyklische Konsumgüter","Aktien","1.080.819,16","0,00","1.080.819,16","44.700,00","24,18","Japan","Tokyo Stock Exchange","JPY"
"2228","XTALPI HOLDINGS LTD","Gesundheitsversorgung","Aktien","1.079.267,68","0,00","1.079.267,68","888.000,00","1,22","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"COMI","COMMERCIAL INTERNATIONAL BANK EGYP","Financials","Aktien","1.079.580,36","0,00","1.079.580,36","499.961,00","2,16","Ägypten","Egyptian Exchange","EGP"
"2259","ZIJIN GOLD INTERNATIONAL LTD","Materialien","Aktien","1.076.687,87","0,00","1.076.687,87","57.400,00","18,76","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"966","CHINA TAIPING INSURANCE HLDGS LTD","Financials","Aktien","1.076.713,05","0,00","1.076.713,05","448.400,00","2,40","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"278470","APR LTD","Nichtzyklische Konsumgüter","Aktien","1.070.532,78","0,00","1.070.532,78","6.676,00","160,36","Korea","Korea Exchange (Stock Market)","KRW"
"2POINTZERO","TWO POINT ZERO GROUP","Industrie","Aktien","1.066.289,71","0,00","1.066.289,71","1.500.527,00","0,71","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"079550","LIG NEX1 LTD","Industrie","Aktien","1.058.819,90","0,00","1.058.819,90","3.623,00","292,25","Korea","Korea Exchange (Stock Market)","KRW"
"U96","SEMBCORP INDUSTRIES LTD","Versorger","Aktien","1.049.989,11","0,00","1.049.989,11","224.300,00","4,68","Singapur","Singapore Exchange","SGD"
"003230","SAM YANG FOODS INC","Nichtzyklische Konsumgüter","Aktien","1.051.932,25","0,00","1.051.932,25","1.231,00","854,53","Korea","Korea Exchange (Stock Market)","KRW"
"DKK","DKK CASH","Cash und/oder Derivate","Geldmarkt","1.048.813,13","0,00","1.048.813,13","6.670.032,00","15,72","Dänemark","-","DKK"
"4612","NIPPON PAINT HOLDINGS LTD","Materialien","Aktien","1.044.526,14","0,00","1.044.526,14","156.300,00","6,68","Japan","Tokyo Stock Exchange","JPY"
"TPIA","CHANDRA ASRI PACIFIC","Materialien","Aktien","1.045.319,34","0,00","1.045.319,34","2.490.100,00","0,42","Indonesien","Indonesia Stock Exchange","IDR"
"KCHOL.E","KOC HOLDING A","Industrie","Aktien","1.043.928,44","0,00","1.043.928,44","265.707,00","3,93","Türkei","Istanbul Stock Exchange","TRY"
"RAA","RATIONAL AG","Industrie","Aktien","1.040.267,33","0,00","1.040.267,33","1.339,00","776,90","Deutschland","Xetra","EUR"
"WISE","WISE PLC CLASS A","Financials","Aktien","1.040.712,92","0,00","1.040.712,92","86.839,00","11,98","Vereinigtes Königreich","London Stock Exchange","GBP"
"9201","JAPAN AIRLINES LTD","Industrie","Aktien","1.034.157,39","0,00","1.034.157,39","55.800,00","18,53","Japan","Tokyo Stock Exchange","JPY"
"BRMS","BUMI RESOURCES MINERALS","Materialien","Aktien","1.033.023,69","0,00","1.033.023,69","15.659.700,00","0,07","Indonesien","Indonesia Stock Exchange","IDR"
"4768","OTSUKA CORP","IT","Aktien","1.026.849,98","0,00","1.026.849,98","49.800,00","20,62","Japan","Tokyo Stock Exchange","JPY"
"CBQK","COMMERCIAL BANK OF QATAR","Financials","Aktien","1.022.706,34","0,00","1.022.706,34","886.589,00","1,15","Qatar","Qatar Exchange","QAR"
"EMP.A","EMPIRE LTD CLASS A","Nichtzyklische Konsumgüter","Aktien","1.008.464,68","0,00","1.008.464,68","28.968,00","34,81","Kanada","Toronto Stock Exchange","CAD"
"2018","AAC TECHNOLOGIES HOLDINGS INC","IT","Aktien","1.007.130,47","0,00","1.007.130,47","201.000,00","5,01","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"000100","YUHAN CORP","Gesundheitsversorgung","Aktien","1.004.113,43","0,00","1.004.113,43","12.869,00","78,03","Korea","Korea Exchange (Stock Market)","KRW"
"66","MTR CORPORATION CORP LTD","Industrie","Aktien","1.001.181,99","0,00","1.001.181,99","261.500,00","3,83","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"EREGL.E","EREGLI DEMIR VE CELIK FABRIKALARI","Materialien","Aktien","1.002.386,01","0,00","1.002.386,01","1.807.998,00","0,55","Türkei","Istanbul Stock Exchange","TRY"
"GRF","GRIFOLS SA CLASS A","Gesundheitsversorgung","Aktien","999.900,42","0,00","999.900,42","79.568,00","12,57","Spanien","Bolsa De Madrid","EUR"
"ROCK B","ROCKWOOL CLASS B","Industrie","Aktien","990.475,56","0,00","990.475,56","27.946,00","35,44","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"1038","CHEUNG KONG INFRASTRUCTURE HOLDING","Versorger","Aktien","987.936,02","0,00","987.936,02","133.500,00","7,40","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"6990","SICHUAN KELUN-BIOTECH BIOPHARMACEU","Gesundheitsversorgung","Aktien","982.578,53","0,00","982.578,53","19.500,00","50,39","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6181","LAOPU GOLD LTD H","Zyklische Konsumgüter ","Aktien","984.544,23","0,00","984.544,23","12.400,00","79,40","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SPX","SPIRAX GROUP PLC","Industrie","Aktien","979.426,94","0,00","979.426,94","10.677,00","91,73","Vereinigtes Königreich","London Stock Exchange","GBP"
"CVC","CVC CAPITAL PARTNERS PLC","Financials","Aktien","975.751,50","0,00","975.751,50","58.099,00","16,79","Niederlande","Euronext Amsterdam","EUR"
"9202","ANA HOLDINGS INC","Industrie","Aktien","969.274,94","0,00","969.274,94","51.000,00","19,01","Japan","Tokyo Stock Exchange","JPY"
"LEG","LEG IMMOBILIEN N","Immobilien","Aktien","962.486,73","0,00","962.486,73","13.165,00","73,11","Deutschland","Xetra","EUR"
"1988","CHINA MINSHENG BANKING CORP LTD H","Financials","Aktien","961.356,72","0,00","961.356,72","1.904.000,00","0,50","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"7201","NISSAN MOTOR LTD","Zyklische Konsumgüter ","Aktien","957.673,16","0,00","957.673,16","384.800,00","2,49","Japan","Tokyo Stock Exchange","JPY"
"763","ZTE CORP H","IT","Aktien","951.216,29","0,00","951.216,29","272.800,00","3,49","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"4904","FAR EASTONE TELECOMMUNICATIONS LTD","Kommunikation","Aktien","947.060,04","0,00","947.060,04","337.000,00","2,81","Taiwan","Taiwan Stock Exchange","TWD"
"BZ","KANZHUN AMERICAN DEPOSITORY SHARES","Industrie","Aktien","939.518,00","0,00","939.518,00","46.100,00","20,38","China","NASDAQ","USD"
"4958","ZHEN DING TECHNOLOGY HOLDING LTD","IT","Aktien","935.503,89","0,00","935.503,89","207.000,00","4,52","Taiwan","Taiwan Stock Exchange","TWD"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Industrie","Aktien","929.191,66","0,00","929.191,66","68.601,00","13,54","Mexiko","Bolsa Mexicana De Valores","MXN"
"DEMANT","DEMANT","Gesundheitsversorgung","Aktien","930.155,61","0,00","930.155,61","27.488,00","33,84","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"ISCTR.E","TURKIYE IS BANKASI C","Financials","Aktien","917.903,94","0,00","917.903,94","2.798.923,00","0,33","Türkei","Istanbul Stock Exchange","TRY"
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Nichtzyklische Konsumgüter","Aktien","908.962,67","0,00","908.962,67","425.591,00","2,14","Mexiko","Bolsa Mexicana De Valores","MXN"
"9107","KAWASAKI KISEN LTD","Industrie","Aktien","903.039,33","0,00","903.039,33","64.900,00","13,91","Japan","Tokyo Stock Exchange","JPY"
"1519","J&T GLOBAL EXPRESS LTD","Industrie","Aktien","897.651,44","0,00","897.651,44","668.600,00","1,34","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"LOTB","LOTUS BAKERIES NV","Nichtzyklische Konsumgüter","Aktien","894.284,95","0,00","894.284,95","97,00","9.219,46","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"9435","HIKARI TSUSHIN INC","Industrie","Aktien","893.170,44","0,00","893.170,44","3.200,00","279,12","Japan","Tokyo Stock Exchange","JPY"
"2609","YANG MING MARINE TRANSPORT CORP","Industrie","Aktien","879.273,09","0,00","879.273,09","496.000,00","1,77","Taiwan","Taiwan Stock Exchange","TWD"
"8069","E INK HOLDINGS INC","IT","Aktien","875.924,95","0,00","875.924,95","139.000,00","6,30","Taiwan","Gretai Securities Market","TWD"
"5347","VANGUARD INTERNATIONAL SEMICONDUCT","IT","Aktien","864.706,16","0,00","864.706,16","295.000,00","2,93","Taiwan","Gretai Securities Market","TWD"
"TWD","TWD CASH","Cash und/oder Derivate","Geldmarkt","860.770,55","0,00","860.770,55","27.045.841,00","3,18","Taiwan","-","TWD"
"19","SWIRE PACIFIC LTD A","Industrie","Aktien","861.938,72","0,00","861.938,72","107.000,00","8,06","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"2618","JD LOGISTICS INC","Industrie","Aktien","862.277,12","0,00","862.277,12","587.700,00","1,47","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"902","HUANENG POWER INTERNATIONAL INC H","Versorger","Aktien","859.849,68","0,00","859.849,68","1.168.000,00","0,74","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ADNOCDIST","ABU DHABI NATIONAL OIL COMPANY FOR","Zyklische Konsumgüter ","Aktien","852.471,04","0,00","852.471,04","802.831,00","1,06","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"SWB","SUNWAY BHD","Industrie","Aktien","847.985,71","0,00","847.985,71","612.300,00","1,38","Malaysia","Bursa Malaysia","MYR"
"4716","ORACLE JAPAN CORP","IT","Aktien","849.909,09","0,00","849.909,09","10.100,00","84,15","Japan","Tokyo Stock Exchange","JPY"
"1504","TECO ELECTRIC & MACHINERY LTD","Industrie","Aktien","850.145,61","0,00","850.145,61","318.000,00","2,67","Taiwan","Taiwan Stock Exchange","TWD"
"4091","NIPPON SANSO HOLDINGS CORP","Materialien","Aktien","842.798,18","0,00","842.798,18","28.300,00","29,78","Japan","Tokyo Stock Exchange","JPY"
"WN","GEORGE WESTON LTD","Nichtzyklische Konsumgüter","Aktien","840.967,40","0,00","840.967,40","12.174,00","69,08","Kanada","Toronto Stock Exchange","CAD"
"2356","INVENTEC CORP","IT","Aktien","842.421,35","0,00","842.421,35","617.000,00","1,37","Taiwan","Taiwan Stock Exchange","TWD"
"TCELL.E","TURKCELL ILETISIM HIZMETLERI A","Kommunikation","Aktien","836.831,70","0,00","836.831,70","386.183,00","2,17","Türkei","Istanbul Stock Exchange","TRY"
"6446","PHARMAESSENTIA CORP","Gesundheitsversorgung","Aktien","829.981,06","0,00","829.981,06","55.486,00","14,96","Taiwan","Taiwan Stock Exchange","TWD"
"270","GUANGDONG INVESTMENT LTD","Versorger","Aktien","828.740,28","0,00","828.740,28","950.000,00","0,87","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1357","MEITU INC","Kommunikation","Aktien","829.189,95","0,00","829.189,95","922.000,00","0,90","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3064","MONOTARO LTD","Industrie","Aktien","821.562,09","0,00","821.562,09","51.500,00","15,95","Japan","Tokyo Stock Exchange","JPY"
"SAHOL.E","HACI OMER SABANCI HOLDING A","Financials","Aktien","812.042,62","0,00","812.042,62","414.108,00","1,96","Türkei","Istanbul Stock Exchange","TRY"
"2618","EVA AIRWAYS CORP","Industrie","Aktien","801.481,52","0,00","801.481,52","689.000,00","1,16","Taiwan","Taiwan Stock Exchange","TWD"
"3800","GCL TECHNOLOGY HOLDINGS LTD","IT","Aktien","803.630,76","0,00","803.630,76","5.901.000,00","0,14","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1772","GANFENG LITHIUM LTD H","Materialien","Aktien","792.915,78","0,00","792.915,78","118.800,00","6,67","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"272210","HANWHA SYSTEMS LTD","Industrie","Aktien","790.235,95","0,00","790.235,95","20.926,00","37,76","Korea","Korea Exchange (Stock Market)","KRW"
"CDB","CELCOMDIGI","Kommunikation","Aktien","787.610,84","0,00","787.610,84","1.001.920,00","0,79","Malaysia","Bursa Malaysia","MYR"
"9023","TOKYO METRO LTD","Industrie","Aktien","780.236,37","0,00","780.236,37","76.700,00","10,17","Japan","Tokyo Stock Exchange","JPY"
